SID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
dohyung,-7955.393117649041,-623.3668939979607,-11.881539470857065,171.71440298834605,160.65938945149378,28.418125105033504,40.65211520066064,-13.092608719514683,-9.84163530834347,82.37356635846076,-18.521830868048927,-33.88293386609565,13.526709817082951,2.5598207113694116,8.154457086030936,-0.030662778909228337,-18.040313683506334,6.097822773219939,-0.3924682073538986,2.527746622265543
minseong,1735.8528053104933,4305.555740985312,-1207.8207842412223,127.45123719239304,-71.21883415996209,4.646485619820615,-233.50338658302186,-277.01231409788284,-2.1095256740577644,-192.67905770938506,-102.95719017550233,-2.7429949189385208,3.3632577896108375,7.808817637576708,-0.30141586425780476,51.452051983086214,54.64266967134117,18.53654521490852,-19.293213376634643,39.81718637905774
minseong2,2655.158438407018,-564.2061415203091,3169.374693937321,-365.38766917214775,-651.4831065975044,-604.1494696136727,237.44019595963414,57.552554199691876,154.09226611176487,84.7661794383782,119.55905488996797,24.54609388256933,-49.21190302343271,-10.510190041897685,-20.80823399967233,-32.25419395712349,-34.43281597335757,-24.46966049284448,2.8247023526094948,-35.38149411061625
taehyun,3564.3818739315334,-3117.9827054670423,-1949.6723702252407,66.22202899140848,562.0425513059726,571.0848588888185,-44.58892457727279,232.5523686177059,-142.14110512936355,25.539311912546125,1.9199661535832866,12.079834902464775,32.32193541673885,0.1415516929515843,12.955192777899338,-19.167195247053503,-2.1695400144773047,-0.16470749528409898,16.860979231379147,-6.963438890707152
